Fecha,País,Marca,Cliente, Ingresos , Gastos 
6/17/2021,Perú,OmegaTech,Instituciones educativas,20390.37,14938
6/17/2021,Perú,NeuroNet,Consumidores finales,543780,471276
6/18/2021,Argentina,Innovatech,Instituciones educativas,22794.3,17670
6/18/2021,Uruguay,Innovatech,Sector público,13939.93,10592.65
6/18/2021,Uruguay,OmegaTech,Pequeñas y medianas empresas,462861,414750
6/18/2021,Perú,Cybernova,Grandes clientes,27799.2,23166
6/19/2021,Chile,Cybernova,Sector público,46507.1,25275.6
6/19/2021,México,Cybernova,Pequeñas y medianas empresas,2294884.8,2078700
6/20/2021,Uruguay,Cybernova,Consumidores finales,81281.25,79560
6/21/2021,Argentina,NexTec,Consumidores finales,1222463.81,1117681.2
6/23/2021,México,NeuroNet,Consumidores finales,179713.56,166135.2
6/23/2021,Chile,OmegaTech,Sector público,31308.41,24046.4
6/23/2021,México,OmegaTech,Sector público,9716.08,5520.5
6/24/2021,Perú,OmegaTech,Instituciones educativas,28299.75,19450
6/24/2021,México,Innovatech,Sector público,107156,89440
6/24/2021,Chile,NexTec,Grandes clientes,10569.12,8172
6/25/2021,Uruguay,Cybernova,Sector público,10420.62,8655
6/26/2021,Perú,NeuroNet,Pequeñas y medianas empresas,1052565.15,963887.5
6/27/2021,Uruguay,NexTec,Instituciones educativas,50378.45,35729.4
6/27/2021,Uruguay,OmegaTech,Sector público,1675070.88,1296185.8
6/27/2021,Perú,Cybernova,Sector público,27287.26,14514.5
6/27/2021,Perú,OmegaTech,Grandes clientes,42091.37,36285.66
6/27/2021,Argentina,NexTec,Grandes clientes,15637.69,13637.52
6/29/2021,México,NexTec,Consumidores finales,7131.92,4415
6/30/2021,Uruguay,Cybernova,Consumidores finales,112860,98841.6
07/02/2021,Uruguay,NeuroNet,Sector público,936138,747760
07/02/2021,México,NeuroNet,Sector público,15083.25,12675
07/04/2021,Argentina,NexTec,Consumidores finales,94668.75,79560
07/04/2021,Uruguay,NeuroNet,Sector público,201285,166140
07/04/2021,México,OmegaTech,Sector público,19971.6,11220
07/04/2021,Uruguay,Innovatech,Pequeñas y medianas empresas,879784.2,814615
07/05/2021,Uruguay,Cybernova,Instituciones educativas,13680.86,9212.7
07/05/2021,Uruguay,OmegaTech,Sector público,116463.5,84028.5
07/05/2021,Perú,NeuroNet,Pequeñas y medianas empresas,2662952.16,2580380
07/07/2021,Chile,OmegaTech,Sector público,7388.85,5675
07/07/2021,Perú,NexTec,Sector público,13069.89,7103.2
07/07/2021,Perú,NexTec,Pequeñas y medianas empresas,185351.76,177540
07/08/2021,Chile,Cybernova,Consumidores finales,385733.65,327480
07/08/2021,Chile,NeuroNet,Sector público,1054900.67,861143.4
07/08/2021,Perú,NeuroNet,Grandes clientes,24719.4,19935
07/09/2021,Perú,Cybernova,Consumidores finales,219649.04,188400
07/09/2021,Perú,NexTec,Sector público,53257.6,29920
07/09/2021,Uruguay,Cybernova,Pequeñas y medianas empresas,87906,80500
07/10/2021,México,NexTec,Instituciones educativas,37080,24720
07/10/2021,Uruguay,Cybernova,Grandes clientes,25904.34,21829.5
07/11/2021,México,Innovatech,Sector público,1949582.25,1462890
7/13/2021,Argentina,NexTec,Instituciones educativas,78702.62,59623.2
7/13/2021,Argentina,NexTec,Sector público,12793.96,9230.85
7/13/2021,Uruguay,NexTec,Sector público,28942.46,21761.25
7/14/2021,México,NeuroNet,Instituciones educativas,29246.4,20310
7/14/2021,Perú,Cybernova,Grandes clientes,75202.8,56402.1
7/15/2021,Chile,NeuroNet,Sector público,4301.85,3615
7/15/2021,Argentina,NeuroNet,Sector público,148815.86,107370.75
7/17/2021,México,OmegaTech,Sector público,17476.06,14515
7/19/2021,Chile,NexTec,Sector público,13027.2,7080
7/21/2021,Perú,OmegaTech,Consumidores finales,406269.23,261560
7/21/2021,Uruguay,Cybernova,Consumidores finales,5109.54,3195
7/21/2021,México,Innovatech,Consumidores finales,483767.31,314600
7/22/2021,Uruguay,OmegaTech,Sector público,10985.77,8347.85
7/23/2021,Uruguay,Innovatech,Instituciones educativas,34095.6,22960
7/23/2021,Perú,NeuroNet,Pequeñas y medianas empresas,725907,664750
7/23/2021,México,NeuroNet,Grandes clientes,21502.64,18536.76
7/24/2021,Perú,Cybernova,Sector público,11868,6450
7/25/2021,Argentina,NeuroNet,Sector público,299171.25,255450
7/25/2021,Chile,NeuroNet,Sector público,210700,182000
7/25/2021,Argentina,OmegaTech,Sector público,865769.63,756639
7/26/2021,Argentina,NeuroNet,Grandes clientes,49405.51,38200.14
7/27/2021,Argentina,NeuroNet,Sector público,2681229.6,2213078.4
7/27/2021,Chile,Cybernova,Pequeñas y medianas empresas,1612071.24,1509430
7/28/2021,Argentina,OmegaTech,Grandes clientes,37319.04,27989.28
7/29/2021,Argentina,Cybernova,Sector público,18721.08,14535
7/31/2021,México,Innovatech,Instituciones educativas,113456.04,84985.8
7/31/2021,Chile,OmegaTech,Grandes clientes,25932.72,20691
08/01/2021,Uruguay,Innovatech,Instituciones educativas,16748.55,12270
08/03/2021,Chile,NexTec,Pequeñas y medianas empresas,3056936.4,2710050
08/04/2021,Chile,NexTec,Instituciones educativas,20826,15600
08/04/2021,Chile,NexTec,Sector público,178549.31,100308.6
08/04/2021,Uruguay,OmegaTech,Sector público,3792.3,3149.75
08/04/2021,Perú,OmegaTech,Pequeñas y medianas empresas,407376,353625
08/04/2021,Argentina,NeuroNet,Pequeñas y medianas empresas,263185.8,255025
08/05/2021,Argentina,Innovatech,Sector público,34603.84,28410.38
08/06/2021,Uruguay,OmegaTech,Sector público,3693.76,2720
08/06/2021,Perú,NeuroNet,Sector público,93767.21,53889.2
08/07/2021,Chile,NexTec,Grandes clientes,5809.69,4736.16
08/07/2021,Uruguay,Innovatech,Grandes clientes,10619.55,8949.06
08/08/2021,México,NexTec,Consumidores finales,115106.25,105240
08/08/2021,México,Cybernova,Sector público,769814.5,628420
08/09/2021,México,OmegaTech,Instituciones educativas,8744.25,6550
08/09/2021,Perú,NexTec,Consumidores finales,335336.54,300000
08/09/2021,Chile,Innovatech,Sector público,10262.07,8055
08/09/2021,Argentina,Innovatech,Grandes clientes,24308.16,18603.18
08/10/2021,Chile,NexTec,Sector público,704329.92,533894.4
08/10/2021,Chile,OmegaTech,Sector público,896098.28,756446.6
08/11/2021,México,OmegaTech,Sector público,484060.5,363220
08/12/2021,Uruguay,NexTec,Sector público,24757,13030
08/12/2021,México,NeuroNet,Grandes clientes,22302.24,17244
8/14/2021,Chile,NexTec,Grandes clientes,42997.68,36234
8/18/2021,Argentina,Cybernova,Consumidores finales,373514.42,330600
8/19/2021,Uruguay,Cybernova,Consumidores finales,132738.75,122709.6
8/20/2021,Argentina,NexTec,Instituciones educativas,43162.81,32699.1
8/21/2021,Argentina,NeuroNet,Instituciones educativas,40887.45,29310
8/24/2021,México,OmegaTech,Sector público,15928,9050
8/25/2021,Perú,Innovatech,Grandes clientes,18701.93,14764.68
8/26/2021,Argentina,NexTec,Grandes clientes,30072.48,26226
8/28/2021,Perú,NeuroNet,Sector público,1822.59,1315
8/28/2021,Perú,Cybernova,Sector público,655357.5,512460
8/28/2021,Perú,NeuroNet,Sector público,1115629.06,910717.6
8/30/2021,Perú,Cybernova,Instituciones educativas,6273,4920
8/30/2021,Uruguay,NexTec,Consumidores finales,487952.44,418532.4
8/31/2021,Argentina,Innovatech,Sector público,16220.16,8448
09/01/2021,Chile,NexTec,Consumidores finales,248711.54,229920
09/01/2021,Chile,Cybernova,Consumidores finales,198636.06,189960
09/01/2021,Uruguay,NexTec,Sector público,16538.55,12435
09/02/2021,Chile,Cybernova,Pequeñas y medianas empresas,1038082.5,950625
09/03/2021,México,Cybernova,Pequeñas y medianas empresas,481901.4,446205
09/03/2021,Chile,Cybernova,Pequeñas y medianas empresas,223861.44,216920
09/04/2021,Chile,Cybernova,Pequeñas y medianas empresas,1343168.64,1301520
09/06/2021,Argentina,Innovatech,Sector público,10423.2,6060
09/07/2021,Perú,Cybernova,Instituciones educativas,9193.5,6810
09/07/2021,Perú,NexTec,Sector público,135884,109720
09/07/2021,Uruguay,NeuroNet,Sector público,18236.09,15146.25
09/08/2021,Perú,NeuroNet,Consumidores finales,120256.73,106440
09/08/2021,Chile,OmegaTech,Sector público,21732.6,12490
09/09/2021,Argentina,Cybernova,Grandes clientes,16876.8,13185
09/09/2021,Chile,OmegaTech,Grandes clientes,29156.16,24849
09/10/2021,Uruguay,Innovatech,Instituciones educativas,16413.58,12024.6
09/11/2021,Perú,NexTec,Sector público,640752,495820
09/12/2021,Perú,OmegaTech,Pequeñas y medianas empresas,1613654.55,1510912.5
9/13/2021,Chile,Innovatech,Consumidores finales,198636.06,189960
9/14/2021,Chile,Innovatech,Grandes clientes,40682.9,33902.42
9/16/2021,México,OmegaTech,Consumidores finales,99633.89,96390
9/16/2021,México,OmegaTech,Sector público,6172.91,4845.3
9/16/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,631125,618750
9/16/2021,Uruguay,Cybernova,Grandes clientes,20759.78,16741.76
9/17/2021,Argentina,OmegaTech,Pequeñas y medianas empresas,808110,748250
9/18/2021,Uruguay,Cybernova,Instituciones educativas,16748.55,12270
9/18/2021,Argentina,OmegaTech,Sector público,50597,26630
9/19/2021,Uruguay,Innovatech,Instituciones educativas,136382.4,91840
9/20/2021,Uruguay,NexTec,Sector público,683004,539760
9/20/2021,Argentina,NexTec,Sector público,405733.44,313960.4
9/21/2021,México,Cybernova,Pequeñas y medianas empresas,287400,239500
9/24/2021,Uruguay,Innovatech,Instituciones educativas,29254.5,21670
9/24/2021,Chile,NeuroNet,Instituciones educativas,184461.84,130824
9/24/2021,Argentina,OmegaTech,Consumidores finales,261594.17,219844.8
9/24/2021,Argentina,Cybernova,Sector público,200165,156520
9/25/2021,Uruguay,Cybernova,Sector público,42433.03,34055.4
9/25/2021,México,NeuroNet,Pequeñas y medianas empresas,236400,197000
9/26/2021,Uruguay,NexTec,Consumidores finales,180056.25,154440
9/26/2021,Argentina,OmegaTech,Sector público,43513.42,22901.8
9/28/2021,México,NexTec,Sector público,21112.4,11230
9/28/2021,México,Innovatech,Sector público,131300.4,74602.5
9/29/2021,Uruguay,Innovatech,Consumidores finales,43823.08,18990
9/30/2021,Perú,OmegaTech,Instituciones educativas,6127.65,4539
10/01/2021,Perú,NexTec,Instituciones educativas,8613,6600
10/01/2021,Argentina,OmegaTech,Grandes clientes,18421.2,16254
10/02/2021,Chile,NeuroNet,Instituciones educativas,40100.4,28440
10/02/2021,México,NeuroNet,Consumidores finales,121562.02,113640
10/03/2021,Chile,NeuroNet,Sector público,32162.13,23205
10/03/2021,México,Cybernova,Pequeñas y medianas empresas,678960,615000
10/05/2021,Uruguay,OmegaTech,Consumidores finales,260192.31,216480
10/05/2021,Chile,Cybernova,Sector público,20794.8,11180
10/05/2021,Perú,Cybernova,Sector público,7911.54,6210
10/05/2021,Perú,NeuroNet,Sector público,5646.76,4690
10/05/2021,Chile,NexTec,Sector público,44729.04,26311.2
10/06/2021,Perú,NexTec,Consumidores finales,471214.9,421560
10/07/2021,Uruguay,OmegaTech,Consumidores finales,243731.25,222840
10/07/2021,Perú,OmegaTech,Consumidores finales,339223.56,332040
10/07/2021,Argentina,NeuroNet,Sector público,9837.17,7895
10/07/2021,Chile,OmegaTech,Sector público,87799.7,50459.6
10/08/2021,Perú,Cybernova,Grandes clientes,16282.3,13721.04
10/09/2021,Argentina,Cybernova,Sector público,21009,11175
10/12/2021,Chile,NeuroNet,Grandes clientes,85911.54,67824.9
10/14/2021,Perú,NeuroNet,Sector público,784531.44,654825.6
10/15/2021,Uruguay,Innovatech,Sector público,1941439.5,1456780
10/16/2021,Uruguay,Cybernova,Grandes clientes,19401.66,15646.5
10/16/2021,Chile,NexTec,Grandes clientes,54575.88,47595.24
10/17/2021,Argentina,Cybernova,Sector público,24035,12650
10/18/2021,Perú,Innovatech,Sector público,1017338,771160
10/19/2021,Argentina,NexTec,Consumidores finales,94668.75,79560
10/19/2021,Argentina,Innovatech,Consumidores finales,103807.21,87240
10/19/2021,México,Cybernova,Consumidores finales,204346.15,184800
10/19/2021,México,NeuroNet,Consumidores finales,71114.42,66480
10/19/2021,Argentina,NeuroNet,Sector público,388510.08,300632.8
10/19/2021,Chile,NexTec,Pequeñas y medianas empresas,563304,479000
10/22/2021,Uruguay,NexTec,Sector público,33191.24,23947.5
10/23/2021,Perú,Cybernova,Grandes clientes,7310.64,5482.98
10/25/2021,Perú,OmegaTech,Consumidores finales,279938.94,250440
10/25/2021,Argentina,OmegaTech,Sector público,597082.5,521820
10/25/2021,Perú,OmegaTech,Sector público,27669.39,20804.05
10/27/2021,Uruguay,Innovatech,Instituciones educativas,50349.6,37296
10/27/2021,México,Innovatech,Sector público,30830.8,16940
10/27/2021,Perú,NeuroNet,Grandes clientes,32382.41,26114.85
10/30/2021,Chile,NeuroNet,Consumidores finales,131793.75,110760
10/30/2021,México,Cybernova,Sector público,626640,484900
10/30/2021,Uruguay,Cybernova,Sector público,644875,479050
10/31/2021,México,Innovatech,Instituciones educativas,40769.25,28610
10/31/2021,Argentina,Innovatech,Sector público,25971.72,21571.2
10/31/2021,Perú,Innovatech,Grandes clientes,12722.4,10044
10/31/2021,Chile,NeuroNet,Grandes clientes,25345.32,20889
11/01/2021,Uruguay,Cybernova,Sector público,44378.4,25215
11/02/2021,Uruguay,OmegaTech,Consumidores finales,31544.83,19725
11/03/2021,Uruguay,Cybernova,Consumidores finales,1110576.92,715000
11/03/2021,Perú,NexTec,Pequeñas y medianas empresas,210627,201750
11/05/2021,Argentina,NeuroNet,Sector público,18721.08,14535
11/06/2021,Uruguay,Cybernova,Sector público,683004,539760
11/08/2021,Perú,NexTec,Consumidores finales,242660.25,217089.6
11/08/2021,Argentina,Cybernova,Sector público,659613.5,538460
11/09/2021,Chile,NexTec,Consumidores finales,281066.83,241080
11/09/2021,Uruguay,NexTec,Consumidores finales,459611.78,386259.6
11/10/2021,Chile,Innovatech,Sector público,40227.31,31575.6
11/12/2021,Chile,NexTec,Instituciones educativas,79242.21,60722
11/13/2021,Uruguay,NexTec,Sector público,35172,19540
11/14/2021,Chile,OmegaTech,Sector público,326922.75,245310
11/15/2021,Uruguay,Cybernova,Consumidores finales,754539.92,634118.4
11/15/2021,Chile,Innovatech,Consumidores finales,1037623.53,880921.2
11/15/2021,Uruguay,OmegaTech,Sector público,1172166.24,1012502.4
11/16/2021,Perú,NeuroNet,Sector público,416279.5,339820
11/16/2021,México,Innovatech,Sector público,1092024.36,881758.8
11/17/2021,Uruguay,NexTec,Instituciones educativas,36031.5,28260
11/17/2021,México,NexTec,Consumidores finales,93571.15,79440
11/18/2021,Perú,NeuroNet,Grandes clientes,44514.29,36687.6
11/19/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,124992,112000
11/20/2021,Argentina,NexTec,Sector público,87514.45,47562.2
11/21/2021,Argentina,NeuroNet,Sector público,83160,70200
11/21/2021,Chile,OmegaTech,Sector público,2115812.16,1806604.8
11/21/2021,Uruguay,NeuroNet,Pequeñas y medianas empresas,645300,537750
11/22/2021,Chile,OmegaTech,Sector público,9931,7710.4
11/23/2021,Chile,NexTec,Consumidores finales,328283.65,303480
11/23/2021,Argentina,NexTec,Sector público,3292128,2547480
11/23/2021,Argentina,Innovatech,Sector público,50760.98,29512.2
11/23/2021,Perú,NeuroNet,Pequeñas y medianas empresas,76146,64750
11/24/2021,Uruguay,NexTec,Consumidores finales,277809.23,243302.4
11/26/2021,Chile,OmegaTech,Sector público,90791.42,47287.2
11/27/2021,Chile,OmegaTech,Sector público,34356.54,27886.8
11/28/2021,Uruguay,NexTec,Instituciones educativas,53594.1,38010
11/28/2021,Chile,NexTec,Consumidores finales,170701.53,163245.6
11/28/2021,Argentina,OmegaTech,Consumidores finales,1231424.42,1205347.2
11/28/2021,Argentina,Cybernova,Sector público,45953.4,26410
11/28/2021,Chile,NexTec,Pequeñas y medianas empresas,1926499.68,1638180
11/29/2021,Uruguay,NexTec,Sector público,36753.6,19760
11/29/2021,Uruguay,Cybernova,Grandes clientes,3341.52,2754
11/30/2021,Argentina,NexTec,Consumidores finales,462456.35,405014.4
11/30/2021,Chile,Innovatech,Grandes clientes,19338.24,14503.68
12/02/2021,Perú,NexTec,Sector público,50438.39,27713.4
12/02/2021,Perú,NeuroNet,Sector público,639472.12,533748.8
12/03/2021,Argentina,Innovatech,Consumidores finales,47120.19,39600
12/04/2021,Uruguay,NeuroNet,Sector público,492184,388960
12/04/2021,Uruguay,NeuroNet,Sector público,578522,499720
12/05/2021,Uruguay,Innovatech,Sector público,108622.8,54311.4
12/06/2021,México,OmegaTech,Instituciones educativas,37050,24700
12/07/2021,México,NexTec,Pequeñas y medianas empresas,700245,641250
12/07/2021,Uruguay,NexTec,Grandes clientes,46444.54,39138.66
12/09/2021,Uruguay,Cybernova,Sector público,19627,10330
12/09/2021,Uruguay,Cybernova,Sector público,4981,2930
12/10/2021,México,NexTec,Instituciones educativas,70358.71,47379.6
12/10/2021,México,Innovatech,Sector público,18891.6,10380
12/10/2021,Argentina,OmegaTech,Pequeñas y medianas empresas,754092.36,675710
12/11/2021,Argentina,NeuroNet,Consumidores finales,496968.75,435240
12/14/2021,México,NeuroNet,Sector público,39237,22550
12/15/2021,México,OmegaTech,Instituciones educativas,29246.4,20310
12/15/2021,Perú,OmegaTech,Sector público,10291.12,7990
12/15/2021,México,OmegaTech,Grandes clientes,10733.4,9045
12/16/2021,Uruguay,NeuroNet,Sector público,205707.48,115566
12/17/2021,México,NexTec,Instituciones educativas,26133.57,19358.2
12/17/2021,Argentina,NexTec,Sector público,44654.59,23257.6
12/17/2021,Chile,NeuroNet,Pequeñas y medianas empresas,657316.62,615465
12/18/2021,Argentina,NeuroNet,Consumidores finales,35922.72,22462.5
12/19/2021,Uruguay,NexTec,Sector público,29697,15630
12/19/2021,Argentina,NexTec,Pequeñas y medianas empresas,922680,873750
12/19/2021,Chile,Cybernova,Pequeñas y medianas empresas,385968,374000
12/21/2021,México,Innovatech,Instituciones educativas,141876.99,99562.8
12/21/2021,México,Innovatech,Sector público,639922.5,559260
12/21/2021,México,NeuroNet,Sector público,8969.72,6815.9
12/22/2021,Uruguay,OmegaTech,Sector público,63861.61,51835.73
12/23/2021,Argentina,Innovatech,Sector público,20275.2,10560
12/23/2021,Uruguay,Cybernova,Sector público,7040.95,5080.05
12/25/2021,Perú,NexTec,Instituciones educativas,60073.2,40048.8
12/25/2021,Chile,OmegaTech,Sector público,3142.72,2440
12/29/2021,Perú,OmegaTech,Instituciones educativas,11092.95,7470
12/29/2021,México,Innovatech,Pequeñas y medianas empresas,715036.68,692865
12/29/2021,Perú,Innovatech,Grandes clientes,9100.08,6894
12/29/2021,Argentina,Innovatech,Grandes clientes,13429.92,10278
12/30/2021,Argentina,NeuroNet,Instituciones educativas,30991.8,21980
12/30/2021,Chile,Cybernova,Sector público,3503.64,2910
12/30/2021,México,Cybernova,Pequeñas y medianas empresas,678960,615000
01/02/2022,Uruguay,NeuroNet,Sector público,1215694.48,960731.2
01/03/2022,Argentina,Cybernova,Sector público,634155.83,547775.8
01/04/2022,Uruguay,OmegaTech,Pequeñas y medianas empresas,287481.6,257600
01/06/2022,Perú,NexTec,Instituciones educativas,21573,15300
01/06/2022,Chile,NeuroNet,Instituciones educativas,172859.68,130954.3
01/06/2022,Argentina,Cybernova,Sector público,81514.92,43359
01/06/2022,Perú,NeuroNet,Pequeñas y medianas empresas,230272.56,195810
01/06/2022,Argentina,Innovatech,Pequeñas y medianas empresas,2328868.8,2156360
01/07/2022,Argentina,Innovatech,Sector público,2207.8,1695.7
01/07/2022,México,NeuroNet,Grandes clientes,6305.76,5436
01/08/2022,Chile,NexTec,Sector público,37646.25,28305.45
01/09/2022,México,OmegaTech,Sector público,11191.95,8415
01/10/2022,México,NeuroNet,Sector público,552391,436540
01/12/2022,Perú,Cybernova,Instituciones educativas,24088.32,18892.8
01/12/2022,Uruguay,NexTec,Sector público,14714.7,10725
01/12/2022,Perú,NexTec,Sector público,157163.28,81012
01/12/2022,México,NeuroNet,Grandes clientes,117177.67,99867.33
1/13/2022,Argentina,Innovatech,Instituciones educativas,42713.33,31995
1/13/2022,Uruguay,Cybernova,Consumidores finales,96461.54,84480
1/13/2022,Chile,NexTec,Pequeñas y medianas empresas,794440.92,727510
1/15/2022,Argentina,Innovatech,Instituciones educativas,33499.35,25670
1/15/2022,México,Innovatech,Sector público,8771.14,6665
1/15/2022,México,OmegaTech,Sector público,107156,89440
1/15/2022,Uruguay,Cybernova,Sector público,52404.09,27581.1
1/16/2022,Uruguay,NeuroNet,Instituciones educativas,6762,4900
1/16/2022,México,NexTec,Sector público,69670.92,37059
1/17/2022,Perú,NeuroNet,Sector público,3835364.26,2907273.2
1/19/2022,Uruguay,NeuroNet,Sector público,10420.62,8655
1/19/2022,México,NeuroNet,Grandes clientes,13055.22,11254.5
1/20/2022,Perú,Cybernova,Sector público,18818.8,10010
1/20/2022,México,NexTec,Sector público,21700.8,12330
1/23/2022,Argentina,Innovatech,Sector público,239183,189020
1/23/2022,Perú,NeuroNet,Pequeñas y medianas empresas,582048,505250
1/23/2022,México,NexTec,Pequeñas y medianas empresas,2789743.32,2499770
1/24/2022,Chile,NexTec,Consumidores finales,41930.77,18170
1/26/2022,México,Cybernova,Sector público,698593.28,589721.6
1/28/2022,Uruguay,NexTec,Consumidores finales,96461.54,84480
1/29/2022,México,Cybernova,Instituciones educativas,40767.87,31603
1/29/2022,Chile,NeuroNet,Consumidores finales,10602.9,6630
1/30/2022,México,Cybernova,Instituciones educativas,21801.6,15140
1/30/2022,Chile,NeuroNet,Sector público,2837688,2195830
1/31/2022,Chile,NexTec,Sector público,38821.06,21098.4
1/31/2022,Perú,NeuroNet,Sector público,1248710.54,1078620.4
1/31/2022,Chile,NexTec,Grandes clientes,116953.69,98556.48
02/01/2022,Perú,NexTec,Instituciones educativas,29123.55,20655
02/02/2022,Chile,Cybernova,Pequeñas y medianas empresas,310840.38,267045
02/03/2022,Chile,Innovatech,Consumidores finales,608410.38,595526.4
02/03/2022,Perú,NeuroNet,Sector público,360899,311740
02/03/2022,México,OmegaTech,Sector público,1732777.2,1462734
02/03/2022,Uruguay,Cybernova,Pequeñas y medianas empresas,230310,213250
02/05/2022,Perú,Cybernova,Consumidores finales,1100296.18,943759.2
02/05/2022,Argentina,OmegaTech,Sector público,68631.62,50023.05
02/07/2022,México,NexTec,Sector público,110840.04,61577.8
02/09/2022,Perú,OmegaTech,Sector público,134741.73,75697.6
02/09/2022,Perú,OmegaTech,Pequeñas y medianas empresas,535332.33,459907.5
02/10/2022,Perú,NexTec,Instituciones educativas,10637.55,7091.7
02/11/2022,Uruguay,Innovatech,Sector público,191383.92,154533.6
2/13/2022,Chile,Cybernova,Sector público,1275982.89,1089509.2
2/13/2022,Chile,Cybernova,Pequeñas y medianas empresas,474858,425500
2/14/2022,Perú,NexTec,Instituciones educativas,8822.05,6838.8
2/15/2022,Uruguay,OmegaTech,Sector público,14147.1,10417.6
2/15/2022,Argentina,Cybernova,Grandes clientes,21359.52,17604
2/17/2022,Argentina,NeuroNet,Sector público,26430.6,14210
2/18/2022,Argentina,OmegaTech,Sector público,92064,71240
2/18/2022,Chile,OmegaTech,Sector público,10298.82,7910
2/19/2022,México,NexTec,Instituciones educativas,69111.07,47993.8
2/19/2022,México,NexTec,Consumidores finales,196599.58,177794.4
2/19/2022,Perú,NexTec,Consumidores finales,13617.69,8430
2/20/2022,Chile,NexTec,Instituciones educativas,89489.11,69371.4
2/20/2022,Perú,Cybernova,Consumidores finales,215256.06,184632
2/20/2022,Uruguay,Cybernova,Grandes clientes,7317.93,6031.26
2/21/2022,Argentina,OmegaTech,Sector público,24225.6,12360
2/23/2022,México,NeuroNet,Sector público,43665.47,36267
2/24/2022,México,Innovatech,Sector público,4472,2600
2/25/2022,Uruguay,NeuroNet,Consumidores finales,267705.87,262036.8
2/25/2022,Chile,Cybernova,Sector público,5217.03,4095
2/26/2022,Perú,OmegaTech,Sector público,4338,2410
2/27/2022,Chile,NexTec,Consumidores finales,41930.77,18170
2/27/2022,Chile,Cybernova,Grandes clientes,30216,22662
03/01/2022,Argentina,Cybernova,Pequeñas y medianas empresas,683397,575250
03/02/2022,Chile,NexTec,Sector público,176612.4,88306.2
03/03/2022,México,Cybernova,Instituciones educativas,26486.4,19840
03/03/2022,México,Innovatech,Sector público,2322918.68,2030113.8
03/04/2022,Perú,NeuroNet,Sector público,121763.97,64086.3
03/05/2022,Argentina,NeuroNet,Sector público,12205.41,9177
03/07/2022,Chile,OmegaTech,Sector público,152027.13,85408.5
03/07/2022,Perú,OmegaTech,Sector público,88381.57,50216.8
03/08/2022,Chile,Innovatech,Sector público,16121.4,8310
03/08/2022,México,Cybernova,Sector público,50520.2,27161.4
03/08/2022,Perú,NexTec,Grandes clientes,5040.96,4248
03/09/2022,México,NeuroNet,Sector público,2750907.18,2173969.2
03/10/2022,Perú,Cybernova,Sector público,448875,351000
03/12/2022,Argentina,Cybernova,Consumidores finales,409961.54,359040
3/13/2022,Argentina,OmegaTech,Sector público,430452.75,351390
3/13/2022,Perú,NeuroNet,Sector público,52300.16,28424
3/14/2022,Perú,Cybernova,Consumidores finales,114349.04,97080
3/14/2022,Chile,NexTec,Sector público,801444,684320
3/14/2022,Perú,Cybernova,Pequeñas y medianas empresas,91182,83500
3/15/2022,Perú,NexTec,Sector público,16012.67,12039.6
3/15/2022,Chile,NexTec,Sector público,236766.6,185140.8
3/16/2022,México,NeuroNet,Consumidores finales,51202.38,47865.6
3/17/2022,Argentina,NexTec,Instituciones educativas,49584.77,35166.5
3/17/2022,Chile,Innovatech,Consumidores finales,362149.04,354480
3/18/2022,Argentina,NexTec,Sector público,23588.8,12820
3/19/2022,Perú,NeuroNet,Sector público,238609,199160
3/20/2022,Argentina,OmegaTech,Instituciones educativas,29104.2,20424
3/21/2022,México,OmegaTech,Sector público,438564,354120
3/21/2022,Argentina,Cybernova,Pequeñas y medianas empresas,282435,247750
3/22/2022,México,NexTec,Pequeñas y medianas empresas,313500,275000
3/22/2022,Perú,NeuroNet,Pequeñas y medianas empresas,356250,312500
3/23/2022,Argentina,NeuroNet,Instituciones educativas,9225,6150
3/24/2022,Chile,Cybernova,Consumidores finales,540027.12,458472
3/24/2022,Argentina,NexTec,Consumidores finales,921436.69,842456.4
3/25/2022,Chile,Cybernova,Grandes clientes,39926.22,33645.69
3/26/2022,Uruguay,Cybernova,Consumidores finales,183947.6,171960
3/27/2022,Uruguay,Cybernova,Instituciones educativas,78408,52272
3/27/2022,Perú,Cybernova,Sector público,6203.01,5152
3/28/2022,Perú,OmegaTech,Grandes clientes,89622.18,77260.5
3/30/2022,Chile,NeuroNet,Pequeñas y medianas empresas,233091,218250
3/30/2022,Uruguay,OmegaTech,Grandes clientes,53597.38,41018.4
3/31/2022,México,Cybernova,Sector público,196479.36,165859.2
04/01/2022,México,OmegaTech,Instituciones educativas,23083.8,15389.2
04/01/2022,Perú,OmegaTech,Grandes clientes,41900.4,31425.3
04/05/2022,Argentina,NeuroNet,Consumidores finales,427393.13,374306.4
04/06/2022,Argentina,Cybernova,Sector público,608501.6,475820.8
04/06/2022,Perú,OmegaTech,Pequeñas y medianas empresas,508032,432000
04/07/2022,Chile,Cybernova,Instituciones educativas,34736.1,23630
04/08/2022,Uruguay,NeuroNet,Instituciones educativas,29254.5,21670
04/08/2022,Perú,Innovatech,Pequeñas y medianas empresas,62916,53500
04/08/2022,Uruguay,Cybernova,Pequeñas y medianas empresas,875294.64,828877.5
04/09/2022,Argentina,Cybernova,Sector público,18082.26,12915.9
04/09/2022,Argentina,Cybernova,Sector público,52877,27830
